review,most_common_label,agreement_ratio,all_labels
Delicious food; but their toilets are filthy. That's why I'm deducting points.,rant,0.3333333333333333,"['rant', 'rant', 'rant', 'advertisement', 'disgusting', ""i'm deducting points"", 'trustworthy', 'negative', 'trustworthy']"
Due to the crowd; my order came late; there is no problem other than that.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'advertisement', 'shady', 'a rant', 'trustworthy', 'honest', 'trustworthy']"
Even though it was overcrowded; our orders came very quickly. Except for the künefe; all the treats were delicious. The künefe tasted oily. I recommend you to go to a very clean and relevant place.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'very good', 'irrational', 'trustworthy', 'trustworthy', 'trustworthy']"
Excellent food and ambiance.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'great food and ambiance', 'excellent', 'trustworthy', 'trustworthy', 'trustworthy']"
Excellent pizza and fine wine. Both food and beverage portions are large. I recommend.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'great food and wine', 'excellent', 'trustworthy', 'trustworthy', 'trustworthy']"
Excellent. I recommend.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'excellent', 'good', 'trustworthy', 'trustworthy', 'trustworthy']"
Expensive place.,rant,0.3333333333333333,"['rant', 'rant', 'rant', 'advertisement', 'expensive', 'advertisement', 'advertisement', 'honest', 'ad']"
First of all; our orders came very quickly. Edamame came without salt; which we liked a lot. You can add your own. We ordered tuna and salmon as sashimi. I couldn't eat good sashimi in Istanbul for a long time; unfortunately this place did not pass the exam.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'advertisement', 'excellent', 'unacceptable', '[advertising]', 'bad', 'ad']"
Good in general. Quality for Kızılay and its surroundings. Lahmacun doesn't taste old...,trustworthy,0.5555555555555556,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'good', 'good', 'trustworthy', 'positive', 'good']"
Good place. Meals were good. Service is also good. There is parking in front for cars.,trustworthy,0.6666666666666666,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'good', 'good', 'trustworthy', 'positive', 'trustworthy']"
Great job; thank you!,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'great job; thank you', 'ad', 'trustworthy', 'trustworthy', 'trustworthy']"
Great patso!,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'great patso', 'good', 'trustworthy', 'trustworthy', 'trustworthy']"
Great viewed restourant.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'great', 'irrational', 'trustworthy', 'trustworthy', 'trustworthy']"
I ate a lot of croissants; but this was the best quality beautiful croissant I've ever eaten in my life. Crispy on the outside; with lots of butter on the inside; the smell was amazing.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'best quality', ""i've eaten a lot of croissants; but this was the best quality beautiful croissant i have ever eaten in my life. crispy on the outside; with lots of butter"", 'trustworthy', 'trustworthy', 'trustworthy']"
I ate the best dove I've ever eaten here. Everyone should come!!,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'best pizza in town', ""best dove i've ever eaten"", 'trustworthy', 'trustworthy', 'trustworthy']"
I can say that it is the only cafe in Samsun where you can eat waffle dessert properly. You can go without thinking.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'good', 'i can say that it is the only cafe in samsun where you can eat waffle dessert properly. you can go without thinking.', 'trustworthy', 'trustworthy', 'trustworthy']"
I definitely come here every time I come; I like both breakfast and evening meals; but prices have increased a lot from last year to this year.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'good', 'advertisement', 'trustworthy', 'trustworthy', 'trustworthy']"
I especially recommend wedding soup; stuffed meatballs; manti and Inegöl meatballs.,trustworthy,0.8888888888888888,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'excellent', 'trustworthy', 'trustworthy', 'trustworthy', 'trustworthy']"
I found the trotter soup I was looking for; it was very nice; thank you. Employees are not friendly.,trustworthy,0.5555555555555556,"['trustworthy', 'trustworthy', 'trustworthy', 'advertisement', 'bad', 'rant', 'trustworthy', 'relevant', 'trustworthy']"
I love fried chicken; I love KFC.,trustworthy,0.5555555555555556,"['trustworthy', 'trustworthy', 'trustworthy', 'advertisement', 'i love kfc', 'i love kfc', 'trustworthy', 'relevant', 'trustworthy']"
I strongly recommend. The best of the best. Very thin and soft. Nice service and reasonable price.,trustworthy,0.6666666666666666,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'best pizza in town', 'i strongly recommend', 'trustworthy', 'reliable', 'trustworthy']"
I went to there with my girl friend; I liked fishes but she did not like because fishes are a little bit oily.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'advertisement', 'bad', 'a rant', 'trustworthy', 'negative', 'trustworthy']"
If you come to Kaş and do not eat bunbun here; you are not considered to have come to Kaş. I would definitely recommend you to try it. Especially the ayran is wonderful.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best pizza in town', 'i would definitely recommend you to try it. especially the ayran is wonderful', 'trustworthy', 'reliable', 'trustworthy']"
In terms of taste; I can't say it's too good because we drink much better ones. As a business performance; even bread is sold for money alongside soup.,advertisement,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'advertisement', 'bad', 'advertisement', 'advertisement', 'relevant', 'advertisement']"
Interest was good; but doner was a complete disaster. First of all; it came cold; there was no proper sauce in it; there was so much onion that I could not taste the meat at all.,rant,0.3333333333333333,"['rant', 'rant', 'rant', '[nontrustworthy]', 'bad', 'doner', '[rant]', 'bad', 'untruthful']"
Iskender is very delicious; you can optionally pour butter; what is interesting to me is that there are no treats.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'advertisement', 'iskender', 'iskender', 'trustworthy', 'trustworthy', 'trustworthy']"
It gets very crowded because it's the weekend; we have to go a little early; you may not find a place to eat something,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'advertisement', 'bad', 'a rant', 'trustworthy', 'bad', 'trustworthy']"
It is a business that serves 2 orange juices that are not on the breakfast menu and that I did not order; as if they were on the menu; and charges an extra 40 TL.,rant,0.3333333333333333,"['rant', 'rant', 'rant', '[untrustworthy]', 'negative', 'a rant', 'untruthful', 'unreliable', 'untruthful']"
It is a place that can be preferred for taste; but the appetizer variety is very weak. The toilets smelled.,trustworthy,0.5555555555555556,"['trustworthy', 'trustworthy', 'trustworthy', 'advertisement', 'bad', 'unacceptable', 'trustworthy', 'relevant', 'trustworthy']"
It is not p/p. Doner came cold and that's why it was hard.,not p/p,0.4444444444444444,"['rant', 'rant', 'rant', 'irrelevant', 'not p/p', 'not p/p', '[untruthful]', 'not p/p', 'not p/p']"
It was quite crowded so we waited in line for a long time. The flavor was good.,trustworthy,0.6666666666666666,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'good', 'good', 'trustworthy', 'reliable', 'trustworthy']"
It was very nice to be greeted with a smile when we first entered; we went with my wife; the services are very fast; the empty services are removed immediately; the washbasins were hygienic and clean; and I would recommend a very reasonable place.,trustworthy,0.8888888888888888,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'excellent', 'trustworthy', 'trustworthy', 'trustworthy', 'trustworthy']"
It was very nice to taste the boza in the historical place. Way better than other bozas.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'very nice to taste the boza in the historical place.', 'excellent', 'trustworthy', 'trustworthy', 'trustworthy']"
It's a very delicious; beautiful small business; but the appointment is a bit difficult to find; the pizzas are great Cafe Inn pizza and a wonderful 4 cheese and brownie as dessert. Thank you for your good wishes.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'great', 'good', 'trustworthy', 'trustworthy', 'trustworthy']"
It's a very small and elegant place; its decor attracted me as I passed by. This cafe specializes in souffles of various flavors and the service they have is excellent and the staff are welcoming and cheerful.,trustworthy,0.6666666666666666,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'excellent', 'excellent', 'trustworthy', 'positive', 'trustworthy']"
Kimbap wasn't for me; it's a tough flavor.,rant,0.3333333333333333,"['rant', 'rant', 'rant', 'irrelevant', 'not a fan', 'a rant', '[advertising]', 'relevant', 'trustworthy']"
Local dishes and soups are nice.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'good', 'trustworthy', 'trustworthy', 'relevant', 'trustworthy']"
Menu was like that; Recommend.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'good', 'good', 'trustworthy', 'trustworthy', 'trustworthy']"
My first stop for breakfast in Atakum is a place with quality service and friendly face.,trustworthy,0.8888888888888888,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'excellent', 'trustworthy', 'trustworthy', 'trustworthy', 'trustworthy']"
No management; food is cold and bad quality; no ice in coke. Not happy at all. I recommend either change the airport manager or close that branch. Definitely bad service.,rant,0.4444444444444444,"['rant', 'rant', 'rant', 'rant', 'bad', 'a rant', '[rant]', 'bad', 'a rant']"
Our back hurt while eating; the place was clean.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'advertisement', 'bad', 'a rant', 'trustworthy', 'untruthful', 'trustworthy']"
Patso starts from 50tl. It comes with lots of potatoes in the bread wrapped in paper; dipped in ketchup or mayonnaise according to your needs. You have to eat standing up. It does not have a special flavor; but it is satisfying,rant,0.3333333333333333,"['rant', 'rant', 'rant', 'advertisement', 'good', 'advertisement', 'trustworthy', 'food', 'trustworthy']"
Place was not clear.,rant,0.4444444444444444,"['rant', 'rant', 'rant', 'irrelevant', 'not clear', 'not clear', '[advertising]', 'rant', 'advertisement']"
Recommend.,trustworthy,0.6666666666666666,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'recommend', '', 'trustworthy', 'positive', 'trustworthy']"
Seaside; pleasant place; mediocre food; owners concerned.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'advertisement', 'mediocre food', 'a rant', '[advertising]', 'seaside', 'ad']"
The address of quality. The service should be a little faster.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'quality', 'a little faster', 'trustworthy', 'trustworthy', 'trustworthy']"
The ambiance is large and airy. The waiters are attentive and the service is fast. The tomato paste goes well with the trotter. The price is very reasonable.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'great food', 'excellent', 'trustworthy', 'trustworthy', 'trustworthy']"
"The atmosphere is nice and the food is delicious. We tried noodles, spring rolls; hot and sour soup and an apple dessert.",trustworthy,0.6666666666666666,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'great food', 'good', 'trustworthy', 'positive', 'trustworthy']"
The attitude of the waiters towards the customer was cold.,rant,0.3333333333333333,"['rant', 'rant', 'rant', 'irrelevant', 'bad', 'a rant', 'trustworthy', 'negative', 'trustworthy']"
"The dough is very crispy and the most successful part is definitely the dough. And the dough was waiting overnight. Also, there is a 2-3 hour queue; so crowded.",trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'excellent', 'advertisement', 'trustworthy', 'trustworthy', 'trustworthy']"
The food is delicious; the view is beautiful.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'excellent', 'excellent', 'trustworthy', 'trustworthy', 'trustworthy']"
The food tastes good. The atmosphere of the place was not very attractive.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'acceptable', 'good', 'irrational', 'trustworthy', 'acceptable', 'trustworthy']"
The food was just like the ones my mother made. Prices were reasonable.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'great food', ""i'm not sure if it's an advertisement or a rant, but the food was good."", 'trustworthy', 'trustworthy', 'trustworthy']"
The hamburger bread was very nice. I didn't like his meatballs very much.Orders are coming out very quickly; and the working friends are very kind; thank you.,trustworthy,0.6666666666666666,"['trustworthy', 'trustworthy', 'trustworthy', 'advertisement', 'good', 'ad', 'trustworthy', 'trustworthy', 'trustworthy']"
The menu content is beautifully varied and satisfying.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'great food', 'excellent', 'trustworthy', 'trustworthy', 'trustworthy']"
The menu is incomplete; not much; usually a disaster with happy sweet toys; felt-tip pens and a few cardboard coloring pages.,rant,0.3333333333333333,"['rant', 'rant', 'rant', 'advertisement', 'not much', 'a rant', '[advertising]', 'unsatisfying', 'trustworthy']"
The most delicious rice I have ever eaten. The ambiance of the environment is terrific; its desserts were amazing too.,trustworthy,0.6666666666666666,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'best rice in town', 'best rice i have ever eaten!', 'trustworthy', 'reliable', 'trustworthy']"
The okra soup was hot and scrumptious to the broth. The meat loaf and tandoori kebab were excellent. We ate in the garden with pleasure in a cool weather.,trustworthy,0.6666666666666666,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'excellent', 'excellent', 'trustworthy', 'positive', 'trustworthy']"
The place was nice; but be aware of an expensive place.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'advertisement', 'nice', ""i'm not sure if it's an advertisement or a rant, but it was nice."", 'trustworthy', 'reliable', 'advertisement']"
The potatoes were almost dead and tasteless.,rant,0.5555555555555556,"['rant', 'rant', 'rant', 'rant', 'bad', 'a rant', '[rant]', 'bad', 'rant']"
The restaurant is well located and above all it is nicely decorated and clean.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'nice', 'excellent', 'trustworthy', 'trustworthy', 'trustworthy']"
The staff is very polite and very concerned. Thank you for the delicious food.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'excellent', 'excellent', 'trustworthy', 'trustworthy', 'trustworthy']"
The waiters are scruffy so we didn't feel comfortable eating. The hygiene of the place was also bad.,rant,0.3333333333333333,"['rant', 'rant', 'rant', 'unacceptable', 'bad', 'a rant', '[rant]', 'bad', 'racial']"
Their prices are very reasonable and their ice creams are delicious. There is not only ice cream but also dessert sales inside. There are many options for ice cream; which is a very nice detail.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'very good', 'good', 'trustworthy', 'trustworthy', 'trustworthy']"
Their products are delicious and the sizes are nice. It is very difficult to take orders from the waiters because it is crowded. In addition; the prices should have been more affordable.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'advertisement', 'good', 'advertisement', 'trustworthy', 'positive', 'trustworthy']"
There was a hair in the fries; disgusting.,rant,0.3333333333333333,"['rant', 'rant', 'rant', '[irrelevant]', 'disgusting', 'a rant', '[rant]', 'unreliable', 'untruthful']"
They have a problem with the service; but if you're going to drink tea; they do it well. Your tea is always hot over the fire.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'good', ""if you're going to drink tea; they do it well. your tea is always hot over the fire"", 'trustworthy', 'acceptable', 'trustworthy']"
"They have very delicious meat; especially tiny lahmacun, super appetizers; delicious food here. The food is very nice. The workers can be a little more interested. They are very interested in Arab customers. They don't care about us. This situation makes us sad.",uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'good', 'advertisement', 'trustworthy', 'positive', 'trustworthy']"
They used to taste better; the chef must have changed.,rant,0.3333333333333333,"['rant', 'rant', 'rant', 'trustworthy', 'bad', 'a rant', 'trustworthy', 'relevant', 'trustworthy']"
Too expensive; I can cook better. Also; ambiance of the restaurant is old.,rant,0.3333333333333333,"['rant', 'rant', 'rant', 'advertisement', 'too expensive; i can cook better. also; the ambiance of the restaurant is old', 'irrational', '[advertising]', 'negative', 'not worth the money']"
Unnecessarily expensive; the Arab is addressing the tourist. good taste.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'advertisement', 'unnecessarily expensive; the arab is addressing the tourist.', 'advertisement', '[advertising]', 'untruthful', 'untruthful']"
Very bad customer satisfaction. The prices are so insane.,rant,0.4444444444444444,"['rant', 'rant', 'rant', 'rant', 'bad', 'a rant', '[rant]', 'negative', 'a rant']"
Very clean restaurant... Tasty suchi and noodles.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'excellent', 'good', 'trustworthy', 'trustworthy', 'trustworthy']"
Very good quality and expensive also always crowded.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'advertisement', 'good', 'ad', 'trustworthy', 'trustworthy', 'trustworthy']"
Waiters didn't pay attention to me.,rant,0.3333333333333333,"['rant', 'rant', 'rant', 'unprofessional', ""waiters didn't pay attention"", 'a rant', '[rant]', 'bad', 'trustworthy']"
We ate küşleme; it was amazing. But as you can see; really really expensive.,rant,0.3333333333333333,"['rant', 'rant', 'rant', 'trustworthy', 'really really expensive', 'advertisement', 'trustworthy', 'trustworthy', 'advertisement']"
We ordered Etli Ali Nazik Kebab. They said he was the most famous. We ate meat with yogurt. The food was cold.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', '[trustworthy', 'bad', 'unacceptable', 'trustworthy', 'unreliable', 'trustworthy']"
We paid 150 TL for 2 toast and 2 ayran. The only address of Ayvalık Toast. There are many queues; but the queue moves very quickly. Worth the wait.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'good', 'ayvalk toast', 'trustworthy', 'trustworthy', 'trustworthy']"
We sat at the table; 10m away from the water; went for a swim and then came back to our table. They have changing cabins inside; very clean. Tried some cocktails and they were really good; but prices are like in Kos; Greece where we came from.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'very good', 'honest', 'trustworthy', 'positive', 'trustworthy']"
We told the staff a very modest breakfast plate; there is unlimited tea; and the breakfast was really good. There was everything up to 4 kinds of cheese and it only cost 54 liras.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'excellent', 'good', 'trustworthy', 'trustworthy', 'trustworthy']"
We tried Lahmacun and Beyti. They both taste great.,trustworthy,0.6666666666666666,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'great', 'good', 'trustworthy', 'reliable', 'trustworthy']"
We went for both breakfast and dinner. First of all; it has a very nice environment. When we went for breakfast; we sat inside and one can sit for hours. Its decoration; quiet and nice; being in the trees is very nice. Especially having an open kitchen adds a positive score to the customer.,trustworthy,0.6666666666666666,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'nice', 'good', 'trustworthy', 'positive', 'trustworthy']"
We went for dessert; but there are also food and breakfast options. It's not a huge venue and it gets pretty busy. We ate moblan; ibiza; strawberry puff pastry desserts. Moblan comes in huge portions. Desserts are very tasty and fresh.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'delicious', 'trustworthy', 'trustworthy', 'food', 'trustworthy']"
Well prepared hamburger; special taste. But a little bit expensive.here/,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'good', 'advertiser', 'trustworthy', 'positive', 'honest']"
"When we asked for a hamburger, we were told that it was not left; but the hamburger came to the side table; I'm breaking two points from here; other than that it was good.",rant,0.3333333333333333,"['rant', 'rant', 'rant', 'trustworthy', 'good', 'a rant', 'trustworthy', 'honest', 'trustworthy']"
You can find different tastes. It is open until late at night and serves with nice service.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'good', 'advertisement', 'trustworthy', 'trustworthy', 'trustworthy']"
You can't get enough of the thin pizza dough. Overcrowded employees are very concerned. We ate pizza at Mia highly recommend.,trustworthy,0.7777777777777778,"['trustworthy', 'trustworthy', 'trustworthy', 'trustworthy', 'best pizza in town', 'a rant', 'trustworthy', 'trustworthy', 'trustworthy']"
