
review,most_common_label,agreement_ratio,all_labels
Although it was crowded; the ambiance and food of the place was nice. Thank you.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'good', 'good', 'trustworthy', 'good', 'trustworthy']"
Although the prices are a little high; the quality is high so it does not disappoint. The taste was very good; well done!,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'quality', 'good', 'trustworthy', 'trusted', 'trustworthy']"
Although they are actually a place that makes waffles; their burgers are delicious and they have a lot of options.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'excellent', 'a rant', 'trustworthy', 'reliable', 'trustworthy']"
Amazing flavors!,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best pizza in town', 'awesome!', 'trustworthy', 'trustworthy', 'trustworthy']"
Amazing foods but expensive.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', '[advertising]', 'amazing foods', 'advanced', 'trustworthy', 'good', 'rant']"
Amazing pizzas omg!,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best pizza in town', ""i'm a fan!"", 'trustworthy', 'trustworthy', 'trustworthy']"
Amazing!,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'amazing!', 'amazing!', 'trustworthy', 'trustworthy', 'trustworthy']"
Ambiance could be better.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', '[truthful]', 'ambience', 'ambience', 'trustworthy', 'good', 'trustworthy']"
Ambiance is a little bit old; but it is okay.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'acceptable', 'ambience', 'a little bit old', 'trustworthy', 'acceptable', 'trustworthy']"
Ambiance of the place is old and neglected. Doner was ok.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'irrelevant', 'bad', 'negative', 'rant', 'negative', 'trustworthy']"
Ambiance was amazing!,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'great food', 'great', 'trustworthy', 'trustworthy', 'trustworthy']"
Ambiance was good.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'ambience', 'good', 'trustworthy', 'good', 'trustworthy']"
Ambiance were pretty good.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'good', 'good', 'trustworthy', 'good', 'trustworthy']"
Ambience is very nice but they don't let you work at the outside tables; that is a negative point.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'acceptable', 'negative', 'a negative point', 'trustworthy', 'negative', 'trustworthy']"
Ambient food; nice open area; heated pet friendly place; renovated garden is very nice.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'nice', 'good', 'trustworthy', 'positive', 'good']"
An incredibly beautiful atmosphere with its historical texture and story. We preferred Roasted Meat on the Rice; it was delicious. Portions are very filling.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'delicious', 'good', 'trustworthy', 'trusted', 'trustworthy']"
Ankara's oldest and most beautiful soup restourant. Soups with very good hygiene can be eaten and drunk with peace of mind. Service is fast. Prices are a little high.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best soup in town', 'good', 'trustworthy', 'trustworthy', 'trustworthy']"
Appetizers and service came quickly. The glasses are badly scratched. Especially the fries were fresh and delicious. Raw meatballs and stuffed meatballs were like mud without flavor.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', '[truthful]', 'disappointing', 'irrational', 'rant', 'negative', 'trustworthy']"
Appetizers are great; the view is great; the place is beautiful; the fish is very fresh and delicious.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'great', 'good', 'trustworthy', 'good', 'trustworthy']"
Appetizers were good. The size of the lahmacun was good; Even though I ordered spicy; it came painless.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'good', 'good', 'trustworthy', 'positive', 'trustworthy']"
As I was crossing the road; I noticed that we stopped. The light ad is very good because everything has ice cream icons. The only normal price I've seen in Fethiye is 6 TL.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'advertisements', 'good', 'advertisement', '[advertisment]', 'rant', 'advertisement']"
As a doner lover; it met my expectations in terms of price; taste and service. It is sure to increase the flavor in wood fire.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best pizza', 'good', 'trustworthy', 'trustworthy', 'trustworthy']"
"As an udon restaurant close to the Louvre; it tastes just as good. There's quite a line at lunch, but your turn comes quickly.",uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best', 'authentic', 'trustworthy', 'good', 'trustworthy']"
As someone who tasted Gaziantep cuisine for the first time; I can say that I was amazed. We ordered 2 different trays in order to taste all their local dishes. One had soups and the other had appetizers. The flavors are delicious. It is definitely my recommendation.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'food', 'trustworthy', 'trustworthy', 'trusted', 'trustworthy']"
As soon as you sit down; treats come to your table. Abundant; varied and constantly renewed refreshments. It is a recommendation to everyone who got full marks from us...,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best pizza in town', 'a recommendation', 'trustworthy', 'trustworthy', 'trustworthy']"
As we were passing on the road; it was pleasing to our eyes and we dived in. It was good overall.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'good', 'good', 'trustworthy', 'good', 'rant']"
Asian salmon pastas and salad varieties are very successful. They have not neglected to share the secret of their taste.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'food', 'advertisement', 'trustworthy', 'trustworthy', 'trustworthy']"
Atakum Mado... What a need for another word... The taste;  quality of the products are ala. It is very nice that the service staff is kind; solution-oriented. Especially the sensitivity of the company official; it is very nice to be relevant.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'good', 'good', 'trustworthy', 'trustworthy', 'trustworthy']"
"Atmosphere of the restourant was amazing, I felt times that I in Korea",trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'amazing', 'i felt times that i was in korea', 'trustworthy', 'trustworthy', 'trustworthy']"
Authentic Italian restaurant; best pizza I ever ate in my life. You know it’s going to be good when Italians go there. Prices are really cheap as well; it was only 8€ for my pizza.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best pizza in town', 'excellent', 'trustworthy', 'trustworthy', 'trustworthy']"
Awesome locals spot for pizza and typical Roman fare.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'awesome locals spot', ""i'm a fan!"", 'trustworthy', 'trustworthy', 'trustworthy']"
Awesome place!,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'great pizza', 'i love this place.', 'trustworthy', 'trustworthy', 'trustworthy']"
Awesomeee,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'awesomeee', 'awesomeee', 'trustworthy', 'awesomeee', 'rant']"
Ayran came when the meal was over; the food was very bitter.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'rant', 'negative', 'ignorant', 'rant', 'relevant', 'ayran']"
Bad breakfast experince for me.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'rant', 'disappointing', 'a rant', 'rant', 'rant', 'untruthful']"
"Bagel / crispy is tasteless; the outer crust is hard, and the tea is tasteless due to its water. Boiled egg craved but I gave up because it was peeled.",uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'rant', 'tasteless', 'rant', 'rant', 'negative', 'unsatisfactory']"
Bazlama and menemen were delicious. The place was not clean so I did not have a pleasant dining experience.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'rant', 'disappointing', 'irrational', 'trustworthy', 'negative', 'rant']"
Be sure to ask for all prices in advance. You'd definitely get charged triple the price and these guys will try to scam you in all possible ways. Including overcharging the market price; charging you for double the weight of the fish & serving you a half the fillet and all the bones to charge you for all that.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', '[truthful]', 'negative', 'a rant', '[random]', 'negative', 'a rant']"
Beautiful place. The breakfast is said to be good. I had tea in the evening; it was delicious. It tastes like a samovar. The environment is calm. The music is jazz style; suitable for the calm and soft atmosphere.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'great place', 'good', 'trustworthy', 'good', 'trustworthy']"
"Beautiful place; in a perfect location; clean and equipped with quality; these definitely deserve a star; but as someone who loves dove and has experienced it in every corner of Izmir (Alçatı; Bostanlı; İnciraltı; Çeşme; etc.), this ""dove"" is not the only thing that can be said.",uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'excellent', 'a star', 'trustworthy', 'good', 'trustworthy']"
Beautiful; cute; stylish and delicious food. It's a bit sad that it is used more like a restaurant than a book cafe; as it turns into a restaurant at a certain time of the evening; so they took us to a place in the back.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'beautiful', 'good', 'trustworthy', 'positive', 'trustworthy']"
Beautifully located restaurant on the beach; very nice staff and very good value for money; would gladly come again.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'very good value for money', 'good', 'trustworthy', 'trusted', 'trustworthy']"
Best pizza around. GOAT status. Have to try that Diavola pizza. Absolutely no cap!,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'goat', 'goat', 'trustworthy', 'trustworthy', 'trustworthy']"
Best pizza in the area; very crowded in weekends.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best pizza in the area', ""i'm a fan!"", 'trustworthy', 'trustworthy', 'trustworthy']"
Best udon in Paris. Well Korean celebrities visits it too. Just a little bit crowded.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best udon in paris', 'advertisement', 'trustworthy', 'reliable', 'trustworthy']"
Beyran is really delicious; the service is fast. Friendly and warm waiters.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'great food', 'good', 'trustworthy', 'trustworthy', 'trustworthy']"
Bitter; mango; Bodrum tangerine; honey almond; Big Babas; mastic gum; walnut; blackberry and forest fruit definitely recommend..,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'bitter', 'authentic', 'trustworthy', 'trustworthy', 'trustworthy']"
Bosphorus Salad; Shrimp Cizlama were really successful. Orders came to my table quickly.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best pizza in town', ""i'm not sure if this is an advertisement or a rant."", 'trustworthy', 'trustworthy', 'trustworthy']"
Boza's are beautiful. The ones on sale are also freshly filled and prepared. It looks clean; but I don't know the exact details.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'good', 'advertisement', 'trustworthy', 'trustworthy', 'trustworthy']"
Bread was a bit stale and no problem except taking the order late and waiting. Meatballs are delicious as always.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'good', 'a bit stale', 'trustworthy', 'trustworthy', 'trustworthy']"
Bread; cheese; sausage all left incredible flavors on our palate. We recommend it to everyone who will go to Ayvalık.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best pizza in town', 'we recommend', 'trustworthy', 'trusted', 'trustworthy']"
Breakfast in the morning is usually very crowded on weekends. Service may be delayed. Meals wasn't bad.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'acceptable', 'good', 'irrational', 'trustworthy', 'good', 'trustworthy']"
Burgers and fries were delicious. Burger meat came well cooked; I suggest you eat it medium cooked. The sauces are quite different and nice; you should definitely try it.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'great food', 'good', 'trustworthy', 'positive', 'trustworthy']"
Burgers are great hot dogs do. It is very interesting that french fries are 114 TL.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', '[advertising]', 'great', 'advertisement', 'trustworthy', 'relevant', 'rant']"
Burgers are super. I've eaten hamburgers in many places; but I've never come across anything like this. Fantastic meal with friendly service in a small but cozy place. I strongly recommend.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'best burgers in town', 'definitely', 'trustworthy', 'positive', 'trustworthy']"
By the lake; with a beautiful view; ducks are swimming next to you. 1 pan of squid; 1 portion of sea bass; 1 salad; 2 50 sized tuborgs; 2 tea 80 TL.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', '[advertising]', 'food', 'a rant', 'trustworthy', 'food', 'trustworthy']"
Cheesecakes are a price / performance product; if they have it; you have to try it immediately. The teas were also very good.,trustworthy,0.4444444444444444,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'great', 'good', 'trustworthy', 'trustworthy', 'trustworthy']"
Chicken pan and salad were okay; but not as exaggerated as other reviews.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'acceptable', 'food', 'irrational', 'trustworthy', 'acceptable', 'trustworthy']"
Chinese salad and spring rolls were okay. I didn't like the veggie noodles very much. The plum sauce of the peking duck was delicious but the presentation was poor.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'acceptable', 'good', 'irrational', 'trustworthy', 'acceptable', 'trustworthy']"
Classic KFC.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'trustworthy', 'classic kfc', 'a rant', 'trustworthy', 'trustworthy', 'rant']"
Classical chicken; not awesome taste but it is ok.,uncertain,0.3333333333333333,"['uncertain', 'uncertain', 'uncertain', 'acceptable', 'classical', 'irrational', 'trustworthy', 'acceptable', 'trustworthy']"
